ID,Borough,Building,Street,Zipcode,Phone,Cuisine,Last Inspection Date,Inspection Score,GRADE,Latitude,Longitude,Inspection Count,Name,Price Range,Yelp Rating,Yelp Review Count,Neighborhood,latitude,longitude,Is Vegan?,Is Vegetarian?,Offers Delivery?,Offers Pickup?,Takes Reservations?
50074470,Manhattan,145,EAST   49 STREET,10017.0,(646) 808-5518,Jewish/Kosher,2019-07-29,11.0,A,40.755633503809,-73.97225029671,10,Abaita,,4.0,73,Midtown East,40.755541483222,-73.9718742367706,False,True,True,True,False
50071161,Manhattan,318,WEST   36 STREET,10018.0,(212) 868-3399,Thai,2020-01-02,13.0,A,40.753797675749,-73.99332264178001,21,Abaya Thai,2.0,2.5,73,Garment District,40.753665,-73.993568,False,False,True,True,False
41091944,Manhattan,354,3 AVENUE,10010.0,(212) 696-1011,American,2020-01-13,12.0,A,40.740583156606,-73.981877288332,19,Abbey Tavern,2.0,3.5,76,Gramercy,40.74071,-73.98201,False,False,False,False,False
41138123,Manhattan,38,EAST   19 STREET,10003.0,(212) 677-2233,French,2019-03-19,9.0,A,40.738251054601996,-73.98945585372,14,ABC Cocina,3.0,4.0,902,Greenwich Village,40.7379699846239,-73.9892806964011,False,False,False,False,False
41162796,Manhattan,35,EAST   18 STREET,10003.0,(212) 475-5829,American,2019-08-21,13.0,A,40.737655470925,-73.98978793079701,13,ABC Kitchen,3.0,4.0,1000,Midtown West,40.738085,-73.989472,False,False,True,True,False
41162796,Manhattan,35,EAST   18 STREET,10003.0,(212) 475-5829,American,2019-08-21,13.0,A,40.737655470925,-73.98978793079701,13,ABCV,3.0,4.0,522,Gramercy,40.7379039812942,-73.9888740099824,True,False,False,False,False
41102723,Manhattan,85,MACDOUGAL STREET,10012.0,(212) 673-8184,French,2019-11-01,18.0,B,40.728911096409,-74.001414347632,13,Abigail's Kitchen,2.0,3.5,251,Greenwich Village,40.7289635,-74.0015413,False,False,False,True,False
50061298,Manhattan,2,WEST   32 STREET,10001.0,(212) 695-0888,Japanese,2019-02-26,9.0,A,40.747308389619,-73.985903129221,18,Abiko Curry,2.0,4.0,795,Midtown West,40.74721,-73.986192,False,False,True,True,False
41649657,Manhattan,268,WEST  135 STREET,10030.0,(212) 281-2673,Ethiopian,2020-03-05,10.0,A,40.8162200075,-73.945909434014,7,Abyssinia Ethiopian Restaurant,2.0,4.0,241,East Harlem,40.8158229565315,-73.9458632469177,False,False,False,False,False
40577007,Manhattan,9,GREAT JONES STREET,10012.0,(212) 203-2121,American,2019-11-15,9.0,A,40.727412301883994,-73.99392060725799,11,Acme,3.0,3.0,402,Greenwich Village,40.727232,-73.994069,False,False,True,True,False
40915251,Manhattan,934,AMSTERDAM AVENUE,10025.0,(212) 280-2130,Latin,2019-05-08,9.0,A,40.800332826981,-73.96579515664699,6,Acosta Restaurant,1.0,3.5,43,Morningside Heights,40.80041,-73.96613,False,False,True,True,False
50065649,Manhattan,13,CHRISTOPHER STREET,10014.0,(646) 504-6864,Café/Coffee/Tea,2019-03-14,10.0,A,40.733955982357,-74.000487121026,12,Rosecrans,,4.5,29,Greenwich Village,40.734217,-73.9998476,False,False,False,False,False
50099663,Manhattan,7,GREENWICH AVENUE,10014.0,(646) 504-6864,Café/Coffee/Tea,2019-10-30,2.0,A,40.734153606074,-73.999711334829,1,Rosecrans,,4.5,29,Greenwich Village,40.734217,-73.9998476,False,False,False,False,False
50019021,Manhattan,55,IRVING PLACE,10003.0,(646) 896-1441,Mediterranean,2020-02-28,PEND,Z,40.736098933941,-73.987233408618,26,Adalya,2.0,4.0,136,Greenwich Village,40.7362094701213,-73.9874085025025,False,False,True,True,False
50018105,Manhattan,410,WEST   43 STREET,10036.0,(212) 273-0737,American,2020-02-07,7.0,A,40.759418919240005,-73.992928620024,12,Adella,2.0,4.0,169,Midtown West,40.7594098,-73.9929134,False,False,False,False,False
50016265,Manhattan,287,HUDSON STREET,10013.0,(646) 666-5096,Pizza,2019-06-03,4.0,A,40.725438721798,-74.007637799305,14,Adoro Lei,2.0,4.5,295,Greenwich Village,40.725612,-74.007916,False,False,True,True,False
41112524,Manhattan,54,STONE STREET,10004.0,(212) 248-3838,Italian,2020-03-09,3.0,A,40.704402614917996,-74.01021056228501,5,Adrienne's Pizzabar,2.0,4.0,1000,Chinatown,40.7043362,-74.0101733,False,False,True,True,False
50038410,Manhattan,85,DELANCEY STREET,10002.0,(646) 847-2367,Café/Coffee/Tea,2020-02-07,10.0,A,40.718977328329004,-73.989660934115,16,Adventure Cafe,1.0,4.5,37,Chinatown,40.7187330651087,-73.9896157756448,False,False,False,False,False
50002620,Manhattan,1071,1 AVENUE,10022.0,(212) 750-6666,Indian,2020-02-10,8.0,A,40.75924000832,-73.962249977229,42,Adyar Ananda Bhavan,2.0,4.0,321,Midtown East,40.759381,-73.962489,False,True,True,True,False
40616799,Manhattan,764,9 AVENUE,10019.0,(212) 307-1612,Afghan,2019-08-20,5.0,A,40.764243833456995,-73.988379567357,7,Afghan Kebab House,2.0,3.5,277,Hell\s Kitchen,40.7641549876443,-73.9883097706085,False,False,True,True,False
41688789,Manhattan,767,9 AVENUE,10019.0,(212) 581-8188,Chinese/Japanese,2019-11-20,4.0,A,40.76437831887,-73.988303734675,16,Ageha Sushi,2.0,4.0,670,Midtown West,40.764529,-73.988597,False,False,True,True,False
50047002,Manhattan,89,EAST   42 STREET,10017.0,(646) 568-4018,American,2020-02-10,24.0,Z,40.752093933161994,-73.977604354379,15,Agern,4.0,4.0,205,Midtown West,40.7525286099337,-73.9780961338684,False,False,False,False,True
50002491,Manhattan,1565,SECOND AVENUE,10028.0,(212) 717-1220,Turkish,2020-02-11,8.0,A,40.774846415125,-73.953958543714,42,Agora Turkish Restaurant,2.0,4.5,563,Midtown West,40.77492,-73.95412,False,False,True,True,True
50067680,Manhattan,265,EAST   10 STREET,10009.0,(212) 228-2022,Vegetarian,2019-09-10,12.0,A,40.728349975342,-73.983424851691,15,Ahimsa Garden,2.0,4.5,123,Greenwich Village,40.728491,-73.983178,False,True,True,True,False
41540906,Manhattan,400,5 AVENUE,10018.0,(212) 613-8660,Italian,2019-11-07,12.0,A,40.750030859179,-73.983408608902,26,Ai Fiori,4.0,4.0,1000,Midtown West,40.7500752,-73.9837835,False,False,False,False,False
50014229,Manhattan,45,EAST   33 STREET,10016.0,(212) 201-1228,American,2020-02-21,26.0,Z,40.746888039344,-73.982943832705,52,The Ainsworth - Midtown,2.0,3.0,227,Midtown East,40.74686,-73.9823,False,False,True,True,False
50090591,Manhattan,480,9 AVENUE,10018.0,(212) 564-1822,Thai,2020-01-27,27.0,Z,40.755156417253,-73.995000902432,11,Aiyara Thai,2.0,4.0,57,Midtown West,40.7550734744,-73.9948672056,False,False,True,True,False
40827287,Manhattan,14,MOTT STREET,10013.0,(212) 267-9680,Japanese,2020-01-22,13.0,A,40.714089354897,-73.998719435387,34,Ajisen Ramen,2.0,3.5,402,Little Italy,40.7141461347865,-73.9986339460327,False,False,False,True,False
41605850,Manhattan,136,WEST   28 STREET,10001.0,(646) 638-0888,Japanese,2020-03-05,13.0,A,40.746512972911,-73.991677676829,43,Ajisen Ramen,2.0,3.5,420,Garment District,40.74661,-73.9921,False,False,True,True,False
50045739,Manhattan,19,WEST   46 STREET,10036.0,(212) 575-2307,Turkish,2020-02-21,30.0,Z,40.756409124438,-73.97992021298,37,Akdeniz Mediterranean Restaurant,2.0,4.0,390,Midtown West,40.756519714277,-73.9800018306885,False,False,True,True,False
50059422,Manhattan,110,PEARL STREET,10005.0,(212) 480-8500,Mexican,2020-02-14,7.0,A,40.704564628733,-74.009363011074,45,Al Horno Lean Mexican Kitchen,2.0,3.0,65,Financial District,40.7045938074589,-74.0092887729406,False,False,True,True,False
50058073,Manhattan,57,1 AVENUE,10003.0,(646) 609-3762,Mexican,2020-01-30,31.0,Z,40.724911272685,-73.987253599144,38,Al Horno Lean Mexican Kitchen,2.0,3.5,42,SoHo,40.72504,-73.98739,False,False,True,True,False
50010032,Manhattan,417,WEST   47 STREET,10036.0,(212) 977-1000,Mexican,2020-01-09,26.0,Z,40.761924753414,-73.991062073462,41,Al Horno Lean Mexican Kitchen,2.0,3.5,252,Garment District,40.762149,-73.990997,False,False,True,True,False
41708194,Manhattan,145,EAST   39 STREET,10016.0,(212) 865-5800,Mexican,2020-03-10,29.0,Z,40.749338061231,-73.97693759345,10,Empellón Al Pastor Murray Hill,2.0,3.5,59,Midtown East,40.74931,-73.97664,False,False,True,True,False
41233598,Manhattan,488,AMSTERDAM AVENUE,10024.0,(212) 874-0737,Indian,2019-12-27,13.0,A,40.786049034402,-73.976217045361,26,Alachi Masala,2.0,4.0,216,Upper West Side,40.786155,-73.976417,True,False,True,True,False
50102858,Manhattan,736,WEST  181 STREET,10033.0,(212) 256-0701,Other,1900-01-01,PEND,N,40.85067595320999,-73.93752782514301,1,Grill Point 181,1.0,4.0,74,Harlem,40.85055,-73.9375,False,False,True,True,False
50065840,Manhattan,736,WEST  181 STREET,10033.0,(212) 256-0701,Mediterranean,2019-10-28,10.0,A,40.85067595320999,-73.93752782514301,7,Grill Point 181,1.0,4.0,74,Harlem,40.85055,-73.9375,False,False,True,True,False
41675506,Manhattan,246,EAST   44 STREET,10017.0,(212) 370-1866,Spanish,2019-05-14,4.0,A,40.751598751132,-73.972436056359,14,Alcala Restaurant,3.0,4.0,132,Midtown East,40.751148223877,-73.971809387207,False,False,True,True,False
41671103,Manhattan,800,9 AVENUE,10019.0,(212) 757-2390,Irish,2020-03-04,10.0,A,40.76544868973,-73.98750212226999,26,Alfie's,2.0,4.0,520,Midtown West,40.765437,-73.987278,False,False,True,True,False
41354676,Manhattan,862,2 AVENUE,10017.0,(212) 888-8622,Turkish,2020-02-18,23.0,Z,40.752460063335,-73.970262893814,53,Ali Baba's Turkish Cuisine,2.0,3.0,277,Midtown East,40.75236,-73.97001,False,False,True,True,False
40868717,Manhattan,102,WEST   73 STREET,10023.0,(212) 799-3006,American,2019-04-03,PEND,Z,40.77827913835,-73.978765385286,28,Alice's Tea Cup,2.0,4.0,1000,Upper West Side,40.77802,-73.9787,False,False,True,True,True
50054116,Manhattan,145,EAST   47 STREET,10017.0,(212) 754-9800,Italian,2020-02-12,13.0,A,40.754373872143,-73.973145958228,20,Allora Ristorante,3.0,4.5,588,Midtown West,40.75433,-73.97277,False,False,False,False,True
40966216,Manhattan,12,EAST   22 STREET,10010.0,(212) 228-7557,French,2019-11-25,10.0,A,40.740386432577,-73.988946694333,31,Almond,2.0,4.0,1000,Gramercy,40.7400817871094,-73.9887542724609,False,False,True,True,False
50095871,Manhattan,525A,GRAND STREET,10002.0,(212) 477-3367,Italian,2020-01-16,10.0,A,40.714557309379,-73.98202868194801,18,Alphonso's Pizzeria & Trattoria,1.0,3.5,123,Lower East Side,40.7143,-73.98172,False,False,True,True,False
40660748,Manhattan,64,WEST   10 STREET,10011.0,(212) 505-7777,American,2019-10-24,19.0,B,40.734233176,-73.997438093537,14,Alta,3.0,4.0,1000,Midtown West,40.7345163811398,-73.9983369619683,False,False,False,False,True
40401025,Manhattan,200,SPRING STREET,10012.0,(212) 431-1212,Italian,2020-02-13,13.0,A,40.725180921477,-74.00326869121,14,Altesi Downtown,2.0,4.0,74,Greenwich Village,40.72511,-74.00333,False,False,True,True,False
41429004,Manhattan,4325,BROADWAY,10033.0,(212) 928-1367,Latin,2019-10-30,19.0,B,40.852365095594,-73.934627200485,22,Altus Cafe,2.0,3.0,158,Harlem,40.85232,-73.93485,False,False,True,True,True
50068058,Manhattan,50,ELDRIDGE STREET,10002.0,(212) 301-0723,Japanese,2019-09-24,12.0,A,40.716005000071,-73.993052285617,6,Amano Sushi,2.0,4.0,53,Little Italy,40.71607,-73.99293,False,False,True,True,False
40679229,Manhattan,21,EAST   62 STREET,10065.0,(212) 980-6700,French,2019-12-04,10.0,A,40.765612978120004,-73.970379739364,33,Amaranth Restaurant,3.0,3.0,92,Upper East Side,40.765811920166,-73.9702758789062,False,False,False,False,False
41644987,Manhattan,686,9 AVENUE,10036.0,(212) 245-6060,Italian,2020-02-04,20.0,B,40.761823121985,-73.9901415832,21,Amarone NY,2.0,4.0,317,Midtown West,40.7617199,-73.99002,False,False,True,True,False
50037094,Manhattan,209,EAST   56 STREET,10022.0,(212) 308-0830,Italian,2020-02-29,12.0,A,40.759381613826,-73.96755613635399,15,Amata,3.0,4.5,83,Midtown East,40.759426,-73.967063,False,False,False,False,False
50058785,Manhattan,694,3 AVENUE,10017.0,(212) 986-5555,Asian,2020-01-23,10.0,Z,40.751848813376,-73.973666715943,52,Amaze,2.0,3.0,266,Midtown East,40.7519302,-73.9739609,False,False,True,True,False
41637230,Manhattan,66,MOTT STREET,10013.0,(212) 334-0099,Chinese,2020-03-09,12.0,A,40.716139689475,-73.998163866152,60,Amazing 66,2.0,3.5,281,Little Italy,40.716099,-73.997955,False,False,True,True,False
50065906,Manhattan,103,WEST   70 STREET,10023.0,(212) 799-8122,Chinese/Japanese,2019-09-19,13.0,A,40.776209810507005,-73.979971988902,11,Amber,2.0,4.0,110,East Harlem,40.7764053344727,-73.9798736572266,False,False,True,True,False
50072909,Manhattan,381,3 AVENUE,10016.0,(917) 265-8772,Japanese,2019-11-04,12.0,A,40.74157664034001,-73.98113001237,10,Flame Hibachi,2.0,4.0,138,Gramercy,40.74152,-73.98097,False,False,True,True,False
50099742,Manhattan,224,WEST   35 STREET,10001.0,(646) 476-4214,Indian,2019-12-09,10.0,A,40.752027150859,-73.991052578709,2,Ambo,2.0,4.0,122,Garment District,40.751997,-73.991211,False,False,True,True,False
41644048,Manhattan,22,WEST    8 STREET,10011.0,(212) 533-2962,French,2020-02-27,18.0,Z,40.732630229695,-73.99727578497,9,Amélie,2.0,4.5,1000,Midtown West,40.7327,-73.99766,False,False,True,True,False
41660537,Manhattan,1471,1 AVENUE,10075.0,(212) 988-9008,American,2019-11-07,12.0,A,40.770759430087,-73.95384946066301,17,American Trash,1.0,3.5,109,Upper East Side,40.77091,-73.95409,False,False,False,False,False
50000641,Manhattan,363,GREENWICH STREET,10013.0,(212) 226-4736,Steak,2020-01-28,42.0,Z,40.719150249346,-74.010331877815,16,American Cut Steakhouse Tribeca,4.0,4.0,586,Tribeca,40.71915,-74.00994,False,False,True,True,False
50067236,Manhattan,714,11 AVENUE,10019.0,(212) 245-2203,American,2019-03-27,6.0,A,40.766253444440004,-73.994339425207,17,American Retro,2.0,4.0,208,Midtown West,40.76618,-73.99409,False,False,True,True,False
50005067,Manhattan,247,WEST   30 STREET,10001.0,(212) 967-1070,American,2019-12-19,9.0,A,40.749043778,-73.993813961016,16,American Whiskey,2.0,3.5,325,Garment District,40.7493,-73.99414,False,False,False,False,False
50074424,Manhattan,159,EAST  116 STREET,10029.0,(646) 370-6640,Chicken,2019-12-20,7.0,A,40.798384999776,-73.941055261375,20,American Wing Company,,4.0,24,East Harlem,40.79864,-73.94092,False,False,True,True,False
41448651,Manhattan,80,WEST    3 STREET,10012.0,(212) 677-2290,American,2019-04-15,5.0,A,40.729756486478,-73.998784078515,4,Amity Hall,2.0,3.5,408,Greenwich Village,40.72963,-73.99892,False,False,True,True,False
